controller,prototype,episode_id,step,phase,action,diagnosed_skill,question_skill,difficulty,a_eff,p_correct,correct,fail_streak_polynomial,polynomial_correct_streak,remediation_active,remediation_steps_taken,integer_recent_results,ability_integer,ability_fraction,ability_radical,ability_polynomial,delta_integer,delta_fraction,delta_radical,delta_polynomial,terminated,termination_reason
AB2,A,15,3,target,target_only,,polynomial,0.6648648943510388,0.6557790075847385,0.48637454416401327,0,1,0,0,0,,0.7053774546482072,0.2729190627948138,0.1236551757030922,0.6601052332575934,0.0,0.0,0.0,0.02558270298576997,0,
AB2,A,15,4,target,target_only,,polynomial,0.671757515431327,0.6736868996747776,0.5028940440458066,0,2,0,0,0,,0.7053774546482072,0.2729190627948138,0.1236551757030922,0.6857541054057341,0.0,0.0,0.0,0.025648872148140742,0,
AB2,A,15,5,diagnosis,diagnose_and_enter_remediation,integer,integer,0.5565763976070095,0.7053774546482072,0.7094689634144784,0,0,0,1,1,0,0.7299205880652345,0.2729190627948138,0.1236551757030922,0.6906627320891395,0.024543133417027293,0.0,0.0,0.004908626683405459,0,
AB2,A,15,6,remediation,fixed_remediation,,integer,0.5781349348852826,0.7299205880652345,0.7131462304600119,1,0,0,1,2,01,0.8124209059815636,0.2729190627948138,0.1236551757030922,0.7071627956724054,0.08250031791632904,0.0,0.0,0.01650006358326581,0,
AB2,A,15,7,remediation,fixed_remediation,,integer,0.5720033495379117,0.8124209059815636,0.808842317696117,1,0,0,1,3,011,0.8947250131667768,0.2729190627948138,0.1236551757030922,0.723623617109448,0.08230410718521318,0.0,0.0,0.016460821437042635,0,
AB2,A,15,8,target,return_after_fixed_remediation,,polynomial,0.7061951231498438,0.7749540359266465,0.6016999963145789,1,0,1,0,0,011,0.8947250131667768,0.2729190627948138,0.1236551757030922,0.810221861050243,0.0,0.0,0.0,0.086598243940795,0,
AB2,A,15,9,target,target_only,,polynomial,0.6760936164570442,0.8355728066852031,0.722495720354139,1,0,2,0,0,011,0.8947250131667768,0.2729190627948138,0.1236551757030922,0.8958568567768683,0.0,0.0,0.0,0.08563499572662542,1,success_threshold
AB2,A,16,1,target,target_only,,polynomial,0.6964502312418741,0.5716754333892616,0.32111579460226775,0,1,0,0,0,,0.6969444843302589,0.3219807331537593,0.08951297719298973,0.5438746194916135,0.0,0.0,0.0,0.025885922219921993,0,
AB2,A,16,2,target,target_only,,polynomial,0.6532822283359203,0.5897955789432071,0.40590504842321723,1,0,1,0,0,,0.6969444843302589,0.3219807331537593,0.08951297719298973,0.628779650798363,0.0,0.0,0.0,0.08490503130674945,0,
AB2,A,16,3,target,target_only,,polynomial,0.6840994450791328,0.6492291008579317,0.44788445339123456,0,1,0,0,0,,0.6969444843302589,0.3219807331537593,0.08951297719298973,0.6545470054711227,0.0,0.0,0.0,0.025767354672759677,0,
AB2,A,16,4,target,target_only,,polynomial,0.7190043165110769,0.6672662491288635,0.42301017368528104,0,2,0,0,0,,0.6969444843302589,0.3219807331537593,0.08951297719298973,0.680649446909629,0.0,0.0,0.0,0.026102441438506343,0,
AB2,A,16,5,diagnosis,diagnose_and_enter_remediation,integer,integer,0.5645916529659405,0.6969444843302589,0.6887146434669636,0,0,0,1,1,0,0.7215645641987319,0.3219807331537593,0.08951297719298973,0.6855734628833237,0.02462007986847303,0.0,0.0,0.004924015973694606,0,
AB2,A,16,6,remediation,fixed_remediation,,integer,0.5707208626157076,0.7215645641987319,0.7119886763105505,1,0,0,1,2,01,0.8038276318024346,0.3219807331537593,0.08951297719298973,0.7020260764040642,0.08226306760370265,0.0,0.0,0.016452613520740532,0,
AB2,A,16,7,remediation,fixed_remediation,,integer,0.5796158781436049,0.8038276318024346,0.7933553407663911,1,0,0,1,3,011,0.8863753399030299,0.3219807331537593,0.08951297719298973,0.7185356180241833,0.08254770810059536,0.0,0.0,0.016509541620119073,0,
AB2,A,16,8,target,return_after_fixed_remediation,,polynomial,0.6861044355073271,0.7688875345878372,0.6216831755645105,1,0,1,0,0,011,0.8863753399030299,0.3219807331537593,0.08951297719298973,0.8044909599604178,0.0,0.0,0.0,0.08595534193623447,0,
AB2,A,16,9,target,target_only,,polynomial,0.6859352823236228,0.8290562739432014,0.7023944000166583,1,0,2,0,0,011,0.8863753399030299,0.3219807331537593,0.08951297719298973,0.8904408889947737,0.0,0.0,0.0,0.08594992903435593,1,success_threshold
AB2,A,17,1,target,target_only,,polynomial,0.648939587288021,0.5650869370823106,0.37680870033152636,0,1,0,0,0,,0.7071222432889793,0.30461133499038895,0.07317246315954304,0.5296444830317033,0.0,0.0,0.0,0.025429820037965,0,
AB2,A,17,2,target,target_only,,polynomial,0.7196864280243696,0.5828878111088861,0.3055956294873715,1,0,1,0,0,,0.7071222432889793,0.30461133499038895,0.07317246315954304,0.6166744487284832,0.0,0.0,0.0,0.08702996569677984,0,
AB2,A,17,3,target,target_only,,polynomial,0.7236181809990552,0.643808787096632,0.3825222146977772,1,0,2,0,0,,0.7071222432889793,0.30461133499038895,0.07317246315954304,0.703830230520453,0.0,0.0,0.0,0.08715578179196978,0,
AB2,A,17,4,target,target_only,,polynomial,0.6318973583541532,0.7048178343510109,0.6076686188829061,0,1,0,0,0,,0.7071222432889793,0.30461133499038895,0.07317246315954304,0.7290964451606529,0.0,0.0,0.0,0.02526621464019987,0,
AB2,A,17,5,target,target_only,,polynomial,0.6545286694390257,0.7225041845991508,0.6005729787859867,0,2,0,0,0,,0.7071222432889793,0.30461133499038895,0.07317246315954304,0.7545799203872675,0.0,0.0,0.0,0.025483475226614646,0,
AB2,A,17,6,diagnosis,diagnose_and_enter_remediation,integer,integer,0.5887655828740841,0.7071222432889793,0.6704320856650288,1,0,0,1,1,1,0.7899627419409501,0.30461133499038895,0.07317246315954304,0.7711480201176617,0.0828404986519707,0.0,0.0,0.01656809973039414,0,
AB2,A,17,7,remediation,fixed_remediation,,integer,0.5806921024125397,0.7899627419409501,0.7782718559329559,1,0,0,1,2,11,0.8725448892181513,0.30461133499038895,0.07317246315954304,0.787664449573102,0.08258214727720127,0.0,0.0,0.016516429455440254,0,
AB2,A,17,8,remediation,fixed_remediation,,integer,0.540179786524842,0.8725448892181513,0.8801857793461159,1,0,0,1,3,111,0.9538306423869463,0.30461133499038895,0.07317246315954304,0.803921600206861,0.08128575316879495,0.0,0.0,0.01625715063375899,0,
AB2,A,17,9,target,return_after_fixed_remediation,,polynomial,0.7161974335714049,0.8488943128608865,0.6891570269423388,1,0,1,0,0,111,0.9538306423869463,0.30461133499038895,0.07317246315954304,0.8908399180811459,0.0,0.0,0.0,0.08691831787428496,0,
AB2,A,17,10,target,target_only,,polynomial,0.6737017419789046,0.9097371353728859,0.8047439472079613,1,0,2,0,0,111,0.9538306423869463,0.30461133499038895,0.07317246315954304,0.9763983738244709,0.0,0.0,0.0,0.08555845574332496,1,success_threshold
AB2,A,18,1,target,target_only,,polynomial,0.6399333633048678,0.5502887456018719,0.36868374740794,1,0,1,0,0,,0.7215789046263255,0.2890429461219956,0.08543066759006311,0.5613565450742906,0.0,0.0,0.0,0.08447786762575579,0,
AB2,A,18,2,target,target_only,,polynomial,0.6444034252931692,0.6094232529399011,0.44772150657417453,1,0,2,0,0,,0.7215789046263255,0.2890429461219956,0.08543066759006311,0.645977454683672,0.0,0.0,0.0,0.08462090960938141,0,
AB2,A,18,3,target,target_only,,polynomial,0.6389628563480283,0.668657889666468,0.5444250906397016,1,0,3,0,0,,0.7215789046263255,0.2890429461219956,0.08543066759006311,0.7304242660868089,0.0,0.0,0.0,0.08444681140313691,0,
AB2,A,18,4,target,target_only,,polynomial,0.6707276434291963,0.7277706576486638,0.584738934364998,1,0,4,0,0,,0.7215789046263255,0.2890429461219956,0.08543066759006311,0.8158875506765432,0.0,0.0,0.0,0.08546328458973429,1,success_threshold
AB2,A,19,1,target,target_only,,polynomial,0.6689939711233558,0.5435176325724813,0.32019886928102026,1,0,1,0,0,,0.7068685257261053,0.28951744177108607,0.07163027154503791,0.5589179140111613,0.0,0.0,0.0,0.08540780707594739,0,
AB2,A,19,2,target,target_only,,polynomial,0.6712822811998509,0.6033030975256445,0.3994217410950284,1,0,2,0,0,,0.7068685257261053,0.28951744177108607,0.07163027154503791,0.6443989470095566,0.0,0.0,0.0,0.08548103299839524,0,
AB2,A,19,3,target,target_only,,polynomial,0.6675513158303332,0.6631398206245211,0.49338314350445955,0,1,0,0,0,,0.7068685257261053,0.28951744177108607,0.07163027154503791,0.6700074396415278,0.0,0.0,0.0,0.0256084926319712,0,
AB2,A,19,4,target,target_only,,polynomial,0.6420966263501928,0.681065765466901,0.558188854204416,1,0,1,0,0,,0.7068685257261053,0.28951744177108607,0.07163027154503791,0.754554531684734,0.0,0.0,0.0,0.08454709204320619,0,
AB2,A,19,5,target,target_only,,polynomial,0.7052133738972282,0.7402487298971453,0.5523603625629652,0,1,0,0,0,,0.7068685257261053,0.28951744177108607,0.07163027154503791,0.7805245800741474,0.0,0.0,0.0,0.025970048389413393,0,
AB2,A,19,6,target,target_only,,polynomial,0.6792979440902333,0.7584277637697348,0.6165142366996976,0,2,0,0,0,,0.7068685257261053,0.28951744177108607,0.07163027154503791,0.8062458403374136,0.0,0.0,0.0,0.025721260263266238,0,
AB2,A,19,7,diagnosis,diagnose_and_enter_remediation,integer,integer,0.5385048679630139,0.7068685257261053,0.7330557549675402,1,0,0,1,1,1,0.7881006815009217,0.28951744177108607,0.07163027154503791,0.8224922714923769,0.08123215577481645,0.0,0.0,0.01624643115496329,0,
AB2,A,19,8,remediation,fixed_remediation,,integer,0.5060631977903369,0.7881006815009217,0.8445165321288974,1,0,0,1,2,11,0.8682947038302125,0.28951744177108607,0.07163027154503791,0.8385310759582351,0.08019402232929078,0.0,0.0,0.016038804465858158,0,
AB2,A,19,9,remediation,fixed_remediation,,integer,0.5407076463590996,0.8682947038302125,0.877129355161455,1,0,0,1,3,111,0.9495973485137037,0.28951744177108607,0.07163027154503791,0.8547916048949333,0.0813026446834912,0.0,0.0,0.01626052893669824,0,
AB2,A,19,10,target,return_after_fixed_remediation,,polynomial,0.670749378974394,0.8832333279805644,0.7815810237524125,1,0,1,0,0,111,0.9495973485137037,0.28951744177108607,0.07163027154503791,0.9402555850221139,0.0,0.0,0.0,0.08546398012718061,0,
AB2,A,19,11,target,target_only,,polynomial,0.7186155896027557,0.9430581140695908,0.7935822476220982,1,0,2,0,0,111,0.9495973485137037,0.28951744177108607,0.07163027154503791,1.0,0.0,0.0,0.0,0.08699569886728818,1,success_threshold
AB2,A,20,1,target,target_only,,polynomial,0.7085214186650302,0.5706402572834212,0.304219031872117,0,1,0,0,0,,0.727808481269854,0.31050584574111223,0.08477896575464829,0.5292842526227057,0.0,0.0,0.0,0.02600180561918429,0,
AB2,A,20,2,target,target_only,,polynomial,0.6706745921417939,0.5888415212168502,0.3796583923333977,1,0,1,0,0,,0.727808481269854,0.31050584574111223,0.08477896575464829,0.6147458395712432,0.0,0.0,0.0,0.08546158694853741,0,
AB2,A,20,3,target,target_only,,polynomial,0.6935798994454984,0.6486646320808264,0.4330319097199048,1,0,2,0,0,,0.727808481269854,0.31050584574111223,0.08477896575464829,0.7009403963534991,0.0,0.0,0.0,0.08619455678225595,0,
AB2,A,20,4,target,target_only,,polynomial,0.726791151272034,0.7090008218284056,0.4733398145408005,1,0,3,0,0,,0.727808481269854,0.31050584574111223,0.08477896575464829,0.7881977131942043,0.0,0.0,0.0,0.0872573168407051,0,
AB2,A,20,5,target,target_only,,polynomial,0.7285308715464088,0.7700809436168992,0.5620043059790245,0,1,0,0,0,,0.727808481269854,0.31050584574111223,0.08477896575464829,0.8143916095610498,0.0,0.0,0.0,0.026193896366845527,0,
AB2,A,20,6,target,target_only,,polynomial,0.6837535629813467,0.7884166710736911,0.6520309857270699,1,0,1,0,0,,0.727808481269854,0.31050584574111223,0.08477896575464829,0.9002717235764529,0.0,0.0,0.0,0.0858801140154031,0,
AB2,A,20,7,target,target_only,,polynomial,0.7211492731833102,0.8485327508844731,0.6822867692064057,1,0,2,0,0,,0.727808481269854,0.31050584574111223,0.08477896575464829,0.9873485003183189,0.0,0.0,0.0,0.08707677674186594,1,success_threshold
AB2,A,21,1,target,target_only,,polynomial,0.7272081804032487,0.5421664961580638,0.24782426410989178,1,0,1,0,0,,0.6700600635167854,0.2978791232233261,0.11976230708691325,0.5746256290629443,0.0,0.0,0.0,0.08727066177290396,0,
AB2,A,21,2,target,target_only,,polynomial,0.723350681604304,0.6032559593990966,0.3272678443592674,0,1,0,0,0,,0.6700600635167854,0.2978791232233261,0.11976230708691325,0.6007697956063457,0.0,0.0,0.0,0.026144166543401317,0,
AB2,A,21,3,target,target_only,,polynomial,0.6897867751500674,0.6215568759794776,0.39906093991436575,0,2,0,0,0,,0.6700600635167854,0.2978791232233261,0.11976230708691325,0.6265917486477863,0.0,0.0,0.0,0.02582195304144065,0,
AB2,A,21,4,diagnosis,diagnose_and_enter_remediation,integer,integer,0.538015351443918,0.6700600635167854,0.6883181650339185,1,0,0,1,1,1,0.7512765547629907,0.2978791232233261,0.11976230708691325,0.6428350468970274,0.08121649124620538,0.0,0.0,0.016243298249241075,0,
AB2,A,21,5,remediation,fixed_remediation,,integer,0.5632206940745966,0.7512765547629907,0.7555315286851719,1,0,0,1,2,11,0.8332996169733778,0.2978791232233261,0.11976230708691325,0.6592396593391049,0.08202306221038709,0.0,0.0,0.01640461244207742,0,
AB2,A,21,6,remediation,fixed_remediation,,integer,0.5510328421602483,0.8332996169733778,0.8446970935507557,1,0,0,1,3,111,0.9149326679225058,0.2978791232233261,0.11976230708691325,0.6755662695289305,0.08163305094912796,0.0,0.0,0.01632661018982559,0,
AB2,A,21,7,target,return_after_fixed_remediation,,polynomial,0.7039182945594857,0.747376189047003,0.5648200022641768,1,0,1,0,0,111,0.9149326679225058,0.2978791232233261,0.11976230708691325,0.762091654954834,0.0,0.0,0.0,0.08652538542590354,0,
AB2,A,21,8,target,target_only,,polynomial,0.6600638348532581,0.8079439588451356,0.7083286949871473,1,0,2,0,0,111,0.9149326679225058,0.2978791232233261,0.11976230708691325,0.8472136976701383,0.0,0.0,0.0,0.08512204271530427,1,success_threshold
AB2,A,22,1,target,target_only,,polynomial,0.6731962432048099,0.5439508339005462,0.315296494832996,0,1,0,0,0,,0.6773786178963622,0.278379016097668,0.10338874489016292,0.5124301818371055,0.0,0.0,0.0,0.025662683934766176,0,
AB2,A,22,2,target,target_only,,polynomial,0.7257417173698967,0.5619147126548825,0.27230444803255666,0,2,0,0,0,,0.6773786178963622,0.278379016097668,0.10338874489016292,0.5385973023238565,0.0,0.0,0.0,0.02616712048675101,0,
AB2,A,22,3,diagnosis,diagnose_and_enter_remediation,integer,integer,0.5682100995968346,0.6773786178963622,0.6581388146691746,1,0,0,1,1,1,0.759561341083461,0.278379016097668,0.10338874489016292,0.5550338469612762,0.08218272318709872,0.0,0.0,0.016436544637419746,0,
AB2,A,22,4,remediation,fixed_remediation,,integer,0.526136053338379,0.759561341083461,0.802271424620515,1,0,0,1,2,11,0.8403976947902891,0.278379016097668,0.10338874489016292,0.5712011177026418,0.08083635370682814,0.0,0.0,0.01616727074136563,0,
AB2,A,22,5,remediation,fixed_remediation,,integer,0.5452718081124225,0.8403976947902891,0.8545515773389832,1,0,0,1,3,111,0.9218463926498867,0.278379016097668,0.10338874489016292,0.5874908572745613,0.08144869785959752,0.0,0.0,0.016289739571919506,0,
AB2,A,22,6,target,return_after_fixed_remediation,,polynomial,0.7283021947157668,0.6877975178871589,0.43954026818135405,1,0,1,0,0,111,0.9218463926498867,0.278379016097668,0.10338874489016292,0.6747965275054658,0.0,0.0,0.0,0.08730567023090455,0,
AB2,A,22,7,target,target_only,,polynomial,0.6759799341551905,0.7489114870487921,0.6076844636589879,1,0,2,0,0,111,0.9218463926498867,0.278379016097668,0.10338874489016292,0.7604278853984319,0.0,0.0,0.0,0.0856313578929661,0,
AB2,A,22,8,target,target_only,,polynomial,0.6315874616161126,0.8088534375738682,0.7433771181093776,1,0,3,0,0,111,0.9218463926498867,0.278379016097668,0.10338874489016292,0.8446386841701474,0.0,0.0,0.0,0.08421079877171561,1,success_threshold
AB2,A,23,1,target,target_only,,polynomial,0.6972706404131175,0.5794966690018992,0.3303408550726091,0,1,0,0,0,,0.7087865975151618,0.270122850809449,0.0985917370040473,0.5499804977870383,0.0,0.0,0.0,0.025893798147965927,0,
AB2,A,23,2,target,target_only,,polynomial,0.7195268177214935,0.5976223277054753,0.32488167337595547,0,2,0,0,0,,0.7087865975151618,0.270122850809449,0.0985917370040473,0.5760879552371646,0.0,0.0,0.0,0.02610745745012634,0,
AB2,A,23,3,diagnosis,diagnose_and_enter_remediation,integer,integer,0.576246524149769,0.7087865975151618,0.6889554456506215,1,0,0,1,1,1,0.7912264862879544,0.270122850809449,0.0985917370040473,0.5925759329917232,0.08243988877279261,0.0,0.0,0.016487977754558524,0,
AB2,A,23,4,remediation,fixed_remediation,,integer,0.5787305234944227,0.7912264862879544,0.7815933288978151,1,0,0,1,2,11,0.873745863039776,0.270122850809449,0.0985917370040473,0.6090798083420875,0.08251937675182154,0.0,0.0,0.016503875350364308,0,
AB2,A,23,5,remediation,fixed_remediation,,integer,0.5077523116310309,0.873745863039776,0.8998862483360152,1,0,0,1,3,111,0.953993937011969,0.270122850809449,0.0985917370040473,0.6251294231365261,0.08024807397219298,0.0,0.0,0.0160496147944386,0,
AB2,A,23,6,target,return_after_fixed_remediation,,polynomial,0.713208386462969,0.7237887772991589,0.5158652585187217,0,1,0,0,0,111,0.953993937011969,0.270122850809449,0.0985917370040473,0.6511762236465706,0.0,0.0,0.0,0.026046800510044505,0,
AB2,A,23,7,target,target_only,,polynomial,0.6972245913173375,0.7420215376561901,0.5667937842854189,1,0,1,0,0,111,0.953993937011969,0.270122850809449,0.0985917370040473,0.7374874105687254,0.0,0.0,0.0,0.08631118692215481,0,
AB2,A,23,8,target,target_only,,polynomial,0.7112781247320596,0.8024393685016984,0.633431733390176,0,1,0,0,0,111,0.953993937011969,0.270122850809449,0.0985917370040473,0.7635156805661532,0.0,0.0,0.0,0.026028269997427776,0,
AB2,A,23,9,target,target_only,,polynomial,0.6657965740462773,0.8206591574998978,0.7169079825300597,1,0,1,0,0,111,0.953993937011969,0.270122850809449,0.0985917370040473,0.848821170935634,0.0,0.0,0.0,0.08530549036948087,0,
AB2,A,23,10,target,target_only,,polynomial,0.7067965844362004,0.8803730007585344,0.7391313261933359,1,0,2,0,0,111,0.953993937011969,0.270122850809449,0.0985917370040473,0.9354386616375925,0.0,0.0,0.0,0.08661749070195843,1,success_threshold
AB2,A,24,1,target,target_only,,polynomial,0.6521520764702144,0.5488240263509676,0.3497886609678668,1,0,1,0,0,,0.670505882557376,0.2977615519034031,0.12617487096473168,0.581543525852411,0.0,0.0,0.0,0.08486886644704686,0,
AB2,A,24,2,target,target_only,,polynomial,0.658113448381837,0.6082322328639005,0.4257317195488386,0,1,0,0,0,,0.670505882557376,0.2977615519034031,0.12617487096473168,0.6070614149568766,0.0,0.0,0.0,0.025517889104465636,0,
AB2,A,24,3,target,target_only,,polynomial,0.6657821018930612,0.6260947552370264,0.440748693398367,1,0,1,0,0,,0.670505882557376,0.2977615519034031,0.12617487096473168,0.6923664422174546,0.0,0.0,0.0,0.08530502726057797,0,
AB2,A,24,4,target,target_only,,polynomial,0.6913442708739911,0.6858082743194309,0.4916967685679463,1,0,2,0,0,,0.670505882557376,0.2977615519034031,0.12617487096473168,0.7784894588854223,0.0,0.0,0.0,0.08612301666796772,0,
AB2,A,24,5,target,target_only,,polynomial,0.7017809529760091,0.7460943859870083,0.5660813196421993,1,0,3,0,0,,0.670505882557376,0.2977615519034031,0.12617487096473168,0.8649464493806547,0.0,0.0,0.0,0.08645699049523231,1,success_threshold
AB2,A,25,1,target,target_only,,polynomial,0.7006968006536566,0.5768778748734394,0.32236735840440267,1,0,1,0,0,,0.6996285202953054,0.29177995072459995,0.08684538148023391,0.6106927530278425,0.0,0.0,0.0,0.08642229762091702,0,
AB2,A,25,2,target,target_only,,polynomial,0.6496086794020709,0.6373734832080814,0.4816554435108697,0,1,0,0,0,,0.6996285202953054,0.29177995072459995,0.08684538148023391,0.6361289963501024,0.0,0.0,0.0,0.025436243322259886,0,
AB2,A,25,3,target,target_only,,polynomial,0.6696086179546614,0.6551788535336633,0.47836886366314807,0,2,0,0,0,,0.6996285202953054,0.29177995072459995,0.08684538148023391,0.6617572390824672,0.0,0.0,0.0,0.02562824273236475,0,
AB2,A,25,4,diagnosis,diagnose_and_enter_remediation,integer,integer,0.5569102231415552,0.6996285202953054,0.7018890860877951,1,0,0,1,1,1,0.7814496474358352,0.29177995072459995,0.08684538148023391,0.6781214645105732,0.08182112714052978,0.0,0.0,0.016364225428105957,0,
AB2,A,25,5,remediation,fixed_remediation,,integer,0.5551785187376814,0.7814496474358352,0.7953737152732757,1,0,0,1,2,11,0.8632153600354411,0.29177995072459995,0.08684538148023391,0.6944746070304944,0.08176571259960583,0.0,0.0,0.016353142519921166,0,
AB2,A,25,6,remediation,fixed_remediation,,integer,0.55657070478214,0.8632153600354411,0.8629330871696659,1,0,0,1,3,111,0.9450256225884696,0.29177995072459995,0.08684538148023391,0.7108366595411001,0.08181026255302848,0.0,0.0,0.016362052510605695,0,
AB2,A,25,7,target,return_after_fixed_remediation,,polynomial,0.6865140233751602,0.7810933484553109,0.6381805601460099,1,0,1,0,0,111,0.9450256225884696,0.29177995072459995,0.08684538148023391,0.7968051082891052,0.0,0.0,0.0,0.08596844874800513,0,
AB2,A,25,8,target,target_only,,polynomial,0.6428246394887369,0.8412712625789145,0.7668626128828103,1,0,2,0,0,111,0.9450256225884696,0.29177995072459995,0.08684538148023391,0.8813754967527448,0.0,0.0,0.0,0.0845703884636396,1,success_threshold
AB2,A,26,1,target,target_only,,polynomial,0.7082252708631218,0.5566425989524862,0.28710297586757677,1,0,1,0,0,,0.6855774688423708,0.30419419744110654,0.0836779105131342,0.5880480062387271,0.0,0.0,0.0,0.08666320866761991,0,
AB2,A,26,2,target,target_only,,polynomial,0.6977978716962916,0.6173068450198201,0.3815566741927199,0,1,0,0,0,,0.6855774688423708,0.30419419744110654,0.0836779105131342,0.6139468658070115,0.0,0.0,0.0,0.025898859568284402,0,
AB2,A,26,3,target,target_only,,polynomial,0.6992985815388967,0.6354360467176192,0.4053613041223088,0,2,0,0,0,,0.6855774688423708,0.30419419744110654,0.0836779105131342,0.6398601321897849,0.0,0.0,0.0,0.02591326638277341,0,
AB2,A,26,4,diagnosis,diagnose_and_enter_remediation,integer,integer,0.5252921072249713,0.6855774688423708,0.7234644790312713,1,0,0,1,1,1,0.7663868162735699,0.30419419744110654,0.0836779105131342,0.6560220016760246,0.08080934743119908,0.0,0.0,0.016161869486239818,0,
AB2,A,26,5,remediation,fixed_remediation,,integer,0.545392612369325,0.7663868162735699,0.790172452242756,0,0,0,1,2,10,0.7908225853523154,0.30419419744110654,0.0836779105131342,0.6609091554917738,0.02443576907874552,0.0,0.0,0.0048871538157491045,0,
AB2,A,26,6,remediation,fixed_remediation,,integer,0.5640966286309808,0.7908225853523154,0.795817508756915,0,0,0,1,3,100,0.8154379129871728,0.30419419744110654,0.0836779105131342,0.6658322210187453,0.024615327634857413,0.0,0.0,0.004923065526971483,0,
AB2,A,26,7,target,return_after_fixed_remediation,,polynomial,0.6351862797542362,0.7107139286092735,0.6113916892145694,0,1,0,0,0,100,0.8154379129871728,0.30419419744110654,0.0836779105131342,0.691130009304386,0.0,0.0,0.0,0.02529778828564067,0,
AB2,A,26,8,target,target_only,,polynomial,0.6732548171612185,0.7284223804092219,0.5820039810315649,0,2,0,0,0,100,0.8154379129871728,0.30419419744110654,0.0836779105131342,0.7167932555491336,0.0,0.0,0.0,0.0256632462447477,0,
AB2,A,26,9,diagnosis,diagnose_and_enter_remediation,integer,integer,0.5274035596264286,0.8154379129871728,0.8491828195081712,1,0,0,1,1,1,0.8963148268952186,0.30419419744110654,0.0836779105131342,0.7329686383307428,0.08087691390804573,0.0,0.0,0.016175382781609147,0,
AB2,A,26,10,remediation,fixed_remediation,,integer,0.5466586727616003,0.8963148268952186,0.8907024970483461,1,0,0,1,2,11,0.9778079044235898,0.30419419744110654,0.0836779105131342,0.749267253836417,0.0814930775283712,0.0,0.0,0.01629861550567424,0,
AB2,A,26,11,remediation,fixed_remediation,,integer,0.5759021714653557,0.9778079044235898,0.9176950880328634,1,0,0,1,3,111,1.0,0.30419419744110654,0.0836779105131342,0.7657530277337953,0.08242886948689139,0.0,0.0,0.016485773897378278,0,
AB2,A,26,12,target,return_after_fixed_remediation,,polynomial,0.6524548206083214,0.8360271194136566,0.7505286587767805,1,0,1,0,0,111,1.0,0.30419419744110654,0.0836779105131342,0.8506315819932616,0.0,0.0,0.0,0.08487855425946629,0,
AB2,A,26,13,target,target_only,,polynomial,0.6720062069091278,0.8954421073952832,0.7925911260085815,1,0,2,0,0,111,1.0,0.30419419744110654,0.0836779105131342,0.9361357806143537,0.0,0.0,0.0,0.08550419862109208,1,success_threshold
AB2,A,27,1,target,target_only,,polynomial,0.6325371938871329,0.5541092910243252,0.3844819523685735,0,1,0,0,0,,0.6703095570468272,0.28167648837031684,0.07490853408579459,0.529581534075998,0.0,0.0,0.0,0.02527235706131648,0,
AB2,A,27,2,target,target_only,,polynomial,0.727809561110697,0.5717999409672467,0.28169735198544793,0,2,0,0,0,,0.6703095570468272,0.28167648837031684,0.07490853408579459,0.5557685058626607,0.0,0.0,0.0,0.026186971786662693,0,
AB2,A,27,3,diagnosis,diagnose_and_enter_remediation,integer,integer,0.5074440366901423,0.6703095570468272,0.7265509155269105,1,0,0,1,1,1,0.7505477662209117,0.28167648837031684,0.07490853408579459,0.5718161476974776,0.08023820917408456,0.0,0.0,0.01604764183481691,0,
AB2,A,27,4,remediation,fixed_remediation,,integer,0.5164481575259751,0.7505477662209117,0.8029124530173176,1,0,0,1,2,11,0.8310741072617429,0.28167648837031684,0.07490853408579459,0.5879214159056438,0.0805263410408312,0.0,0.0,0.01610526820816624,0,
AB2,A,27,5,remediation,fixed_remediation,,integer,0.5625994686970821,0.8310741072617429,0.8335290633899962,1,0,0,1,3,111,0.9130772902600496,0.28167648837031684,0.07490853408579459,0.6043220525053051,0.08200318299830663,0.0,0.0,0.016400636599661327,0,
AB2,A,27,6,target,return_after_fixed_remediation,,polynomial,0.6779966420173265,0.6969486238317284,0.5283973802040269,0,1,0,0,0,111,0.9130772902600496,0.28167648837031684,0.07490853408579459,0.6300308202686715,0.0,0.0,0.0,0.025708767763366336,0,
AB2,A,27,7,target,target_only,,polynomial,0.6892530770579137,0.7149447612660849,0.5384613956669453,0,2,0,0,0,111,0.9130772902600496,0.28167648837031684,0.07490853408579459,0.6558476498084275,0.0,0.0,0.0,0.025816829539755972,0,
AB2,A,27,8,diagnosis,diagnose_and_enter_remediation,integer,integer,0.533430253595492,0.9130772902600496,0.9070286132242711,1,0,0,1,1,1,0.9941470583751053,0.28167648837031684,0.07490853408579459,0.6720616034314386,0.08106976811505576,0.0,0.0,0.016213953623011153,0,
AB2,A,27,9,remediation,fixed_remediation,,integer,0.5107840653312031,0.9941470583751053,0.9478552333325851,1,0,0,1,2,11,1.0,0.28167648837031684,0.07490853408579459,0.6881306214495583,0.0803450900905985,0.0,0.0,0.0160690180181197,0,
AB2,A,27,10,remediation,fixed_remediation,,integer,0.5340801967922729,1.0,0.9424331886288461,1,0,0,1,3,111,1.0,0.28167648837031684,0.07490853408579459,0.7043487347090288,0.08109056629735274,0.0,0.0,0.01621811325947055,0,
