controller,prototype,episode_id,step,phase,action,question_id,domain_skill,subskill_tag,error_tag,diagnosed_skill,failed_subskill,remediation_target_subskill,question_skill,difficulty,a_eff,p_correct,correct,fail_streak_polynomial,polynomial_correct_streak,remediation_active,remediation_steps_taken,integer_recent_results,ability_integer,ability_fraction,ability_radical,ability_polynomial,delta_integer,delta_fraction,delta_radical,delta_polynomial,terminated,termination_reason
AB1,A,100,8,target,target_only,AB1-A-ep100-step8,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6329192274342391,0.8060255110889759,0.7385870642356976,0,1,0,0,0,,0.6908980177981388,0.2758573818675425,0.11331963659678249,0.8806418899398464,0.0,0.0,0.0,0.025276024583368698,0,
AB1,A,100,9,target,target_only,AB1-A-ep100-step9,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.674957501137408,0.8237187282973341,0.7094197018799785,1,0,1,0,0,,0.6908980177981388,0.2758573818675425,0.11331963659678249,0.9662405299762434,0.0,0.0,0.0,0.08559864003639707,0,
AB1,A,100,10,target,target_only,AB1-A-ep100-step10,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.7004735615959735,0.8836377763228119,0.7500699309205588,1,0,2,0,0,,0.6908980177981388,0.2758573818675425,0.11331963659678249,1.0,0.0,0.0,0.0,0.08641515397107115,1,success_threshold
AB1,B,1,1,target,target_only,AB1-B-ep1-step1,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.6836889010570645,0.45624677436933114,0.2034851473857771,0,1,0,0,0,,0.312225584600298,0.3177604830544727,0.10464087431211117,0.5437335548633504,0.0,0.0,0.0,0.025763413450147824,0,
AB1,B,1,2,target,target_only,AB1-B-ep1-step2,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.6757550422206186,0.4742811637844347,0.22990578487987415,0,2,0,0,0,,0.312225584600298,0.3177604830544727,0.10464087431211117,0.5694208032686683,0.0,0.0,0.0,0.025687248405317942,0,
AB1,B,1,3,target,target_only,AB1-B-ep1-step3,polynomial,poly.combine_like_terms,polynomial_like_terms_error,integer,poly.expand_binomial,,polynomial,0.6789483978805804,0.4922622376681572,0.2459895890800921,0,3,0,0,0,,0.312225584600298,0.3177604830544727,0.10464087431211117,0.5951387078883219,0.0,0.0,0.0,0.02571790461965357,0,
AB1,B,1,4,target,target_only,AB1-B-ep1-step4,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.combine_like_terms,,polynomial,0.668863926091275,0.5102647709019147,0.2785641815878514,0,4,0,0,0,,0.312225584600298,0.3177604830544727,0.10464087431211117,0.6207598015787982,0.0,0.0,0.0,0.02562109369047624,0,
AB1,B,1,5,target,target_only,AB1-B-ep1-step5,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.expand_binomial,,polynomial,0.6647924637436755,0.5281995364852481,0.30585758494012577,0,5,0,0,0,,0.312225584600298,0.3177604830544727,0.10464087431211117,0.6463418092307375,0.0,0.0,0.0,0.025582007651939288,0,
AB1,B,1,6,target,target_only,AB1-B-ep1-step6,polynomial,poly.combine_like_terms,polynomial_like_terms_error,integer,poly.expand_binomial,,polynomial,0.7113738254260934,0.5461069418416056,0.2705959066719255,0,6,0,0,0,,0.312225584600298,0.3177604830544727,0.10464087431211117,0.672370997954828,0.0,0.0,0.0,0.026029188724090494,0,
AB1,B,1,7,target,target_only,AB1-B-ep1-step7,polynomial,poly.combine_like_terms,polynomial_like_terms_error,integer,poly.combine_like_terms,,polynomial,0.7218682579804097,0.564327373948469,0.2798420342607085,1,0,1,0,0,,0.312225584600298,0.3177604830544727,0.10464087431211117,0.7594707822102011,0.0,0.0,0.0,0.08709978425537311,0,
AB1,B,1,8,target,target_only,AB1-B-ep1-step8,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6433947769650711,0.6252972229272301,0.47288031054928675,1,0,2,0,0,,0.312225584600298,0.3177604830544727,0.10464087431211117,0.8440594150730835,0.0,0.0,0.0,0.08458863286288228,1,success_threshold
AB1,B,2,1,target,target_only,AB1-B-ep2-step1,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6896425817443932,0.4284205375824931,0.17259703107417235,0,1,0,0,0,,0.2770169342382451,0.29239836425785865,0.07848151259608188,0.5191283649433456,0.0,0.0,0.0,0.02582056878474618,0,
AB1,B,2,2,target,target_only,AB1-B-ep2-step2,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6485753699292767,0.44649493573181537,0.22926207736691523,0,2,0,0,0,,0.2770169342382451,0.29239836425785865,0.07848151259608188,0.5445546884946666,0.0,0.0,0.0,0.02542632355132106,0,
AB1,B,2,3,target,target_only,AB1-B-ep2-step3,polynomial,poly.sign_distribution,polynomial_sign_error,integer,poly.combine_like_terms,,polynomial,0.7219160996714682,0.4642933622177401,0.1757029141920634,0,3,0,0,0,,0.2770169342382451,0.29239836425785865,0.07848151259608188,0.5706850830515127,0.0,0.0,0.0,0.026130394556846098,0,
AB1,B,2,4,target,target_only,AB1-B-ep2-step4,polynomial,poly.sign_distribution,polynomial_sign_error,integer,poly.sign_distribution,,polynomial,0.678964202619221,0.48258463840753235,0.23536206829893652,1,0,1,0,0,,0.2770169342382451,0.29239836425785865,0.07848151259608188,0.6564119375353278,0.0,0.0,0.0,0.08572685448381508,0,
AB1,B,2,5,target,target_only,AB1-B-ep2-step5,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.7141985214136548,0.542593436546203,0.2631557439346013,1,0,2,0,0,,0.2770169342382451,0.29239836425785865,0.07848151259608188,0.7432662902205648,0.0,0.0,0.0,0.08685435268523696,0,
AB1,B,2,6,target,target_only,AB1-B-ep2-step6,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6659039172171369,0.6033914834258689,0.4073153901047031,0,1,0,0,0,,0.2770169342382451,0.29239836425785865,0.07848151259608188,0.7688589678258493,0.0,0.0,0.0,0.025592677605284515,0,
AB1,B,2,7,target,target_only,AB1-B-ep2-step7,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.649512849163425,0.621306357749568,0.4577909601359332,0,2,0,0,0,,0.2770169342382451,0.29239836425785865,0.07848151259608188,0.7942942911778181,0.0,0.0,0.0,0.02543532335196888,0,
AB1,B,2,8,target,target_only,AB1-B-ep2-step8,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.expand_binomial,,polynomial,0.6805438019730671,0.6391110840959462,0.4381690258382354,1,0,1,0,0,,0.2770169342382451,0.29239836425785865,0.07848151259608188,0.8800716928409563,0.0,0.0,0.0,0.08577740166313814,0,
AB1,B,2,9,target,target_only,AB1-B-ep2-step9,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6791725880024064,0.6991552652601429,0.529938160889329,0,1,0,0,0,,0.2770169342382451,0.29239836425785865,0.07848151259608188,0.9057917496857795,0.0,0.0,0.0,0.025720056844823102,0,
AB1,B,2,10,target,target_only,AB1-B-ep2-step10,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6788699511939686,0.7171593050515191,0.5571827492098159,0,2,0,0,0,,0.2770169342382451,0.29239836425785865,0.07848151259608188,0.9315089012172416,0.0,0.0,0.0,0.0257171515314621,0,
AB1,B,2,11,target,target_only,AB1-B-ep2-step11,polynomial,poly.sign_distribution,polynomial_sign_error,integer,poly.sign_distribution,,polynomial,0.7095880889602428,0.7351613111235427,0.5382847492084998,1,0,1,0,0,,0.2770169342382451,0.29239836425785865,0.07848151259608188,1.0,0.0,0.0,0.0,0.08670681884672778,0,
AB1,B,2,12,target,target_only,AB1-B-ep2-step12,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6574852918273535,0.7831050802714735,0.6799884514852236,1,0,2,0,0,,0.2770169342382451,0.29239836425785865,0.07848151259608188,1.0,0.0,0.0,0.0,0.08503952933847533,1,success_threshold
AB1,B,3,1,target,target_only,AB1-B-ep3-step1,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6810805980214559,0.4448564839610478,0.19507819084005254,1,0,1,0,0,,0.3168444118457979,0.30393902767115155,0.11635285828974228,0.5855133797185559,0.0,0.0,0.0,0.08579457913668659,0,
AB1,B,3,2,target,target_only,AB1-B-ep3-step2,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.7075113027863996,0.5049126893567285,0.22871316319430193,0,1,0,0,0,,0.3168444118457979,0.30393902767115155,0.11635285828974228,0.6115054882253053,0.0,0.0,0.0,0.025992108506749434,0,
AB1,B,3,3,target,target_only,AB1-B-ep3-step3,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.7056786242437442,0.5231071653114531,0.2505973877731368,0,2,0,0,0,,0.3168444118457979,0.30393902767115155,0.11635285828974228,0.6374800030180452,0.0,0.0,0.0,0.025974514792739944,0,
AB1,B,3,4,target,target_only,AB1-B-ep3-step4,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.combine_like_terms,,polynomial,0.6518541935010074,0.541289325666371,0.33997868465828257,1,0,1,0,0,,0.3168444118457979,0.30393902767115155,0.11635285828974228,0.7223393372100775,0.0,0.0,0.0,0.08485933419203225,0,
AB1,B,3,5,target,target_only,AB1-B-ep3-step5,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.713007071654254,0.6006908596007936,0.3376247263564418,1,0,2,0,0,,0.3168444118457979,0.30393902767115155,0.11635285828974228,0.8091555635030137,0.0,0.0,0.0,0.08681622629293614,1,success_threshold
AB1,B,4,1,target,target_only,AB1-B-ep4-step1,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6739069903383333,0.4622902286219107,0.21930851382383315,0,1,0,0,0,,0.3299587601567344,0.2969839405698248,0.09091461860933883,0.5446732222142343,0.0,0.0,0.0,0.025669507107248,0,
AB1,B,4,2,target,target_only,AB1-B-ep4-step2,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6536946055366681,0.4802588835969843,0.2610314756060431,0,2,0,0,0,,0.3299587601567344,0.2969839405698248,0.09091461860933883,0.5701486904273864,0.0,0.0,0.0,0.025475468213152015,0,
AB1,B,4,3,target,target_only,AB1-B-ep4-step3,polynomial,poly.combine_like_terms,polynomial_like_terms_error,integer,poly.combine_like_terms,,polynomial,0.665063084111399,0.49809171134619074,0.26858212011898247,0,3,0,0,0,,0.3299587601567344,0.2969839405698248,0.09091461860933883,0.5957332960348558,0.0,0.0,0.0,0.025584605607469432,0,
AB1,B,4,4,target,target_only,AB1-B-ep4-step4,polynomial,poly.combine_like_terms,polynomial_like_terms_error,integer,poly.combine_like_terms,,polynomial,0.6728167061254245,0.5160009352714194,0.2807196679038738,1,0,1,0,0,,0.3299587601567344,0.2969839405698248,0.09091461860933883,0.6812634306308694,0.0,0.0,0.0,0.0855301345960136,0,
AB1,B,4,5,target,target_only,AB1-B-ep4-step5,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6506619656186774,0.5758720294886288,0.3896604752083025,0,1,0,0,0,,0.3299587601567344,0.2969839405698248,0.09091461860933883,0.7067097855008087,0.0,0.0,0.0,0.025446354869939302,0,
AB1,B,4,6,target,target_only,AB1-B-ep4-step6,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6870074344804998,0.5936844778975863,0.3635618657197364,1,0,1,0,0,,0.3299587601567344,0.2969839405698248,0.09091461860933883,0.7926940234041846,0.0,0.0,0.0,0.085984237903376,0,
AB1,B,4,7,target,target_only,AB1-B-ep4-step7,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.6838768546047639,0.6538734444299495,0.45511603357976305,0,1,0,0,0,,0.3299587601567344,0.2969839405698248,0.09091461860933883,0.8184592412083903,0.0,0.0,0.0,0.025765217804205733,0,
AB1,B,4,8,target,target_only,AB1-B-ep4-step8,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6592634697924058,0.6719090968928935,0.5189593460490147,1,0,1,0,0,,0.3299587601567344,0.2969839405698248,0.09091461860933883,0.9035556722417473,0.0,0.0,0.0,0.085096431033357,0,
AB1,B,4,9,target,target_only,AB1-B-ep4-step9,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.7158016844946258,0.7314765986162434,0.5234950553230078,0,1,0,0,0,,0.3299587601567344,0.2969839405698248,0.09091461860933883,0.9296273684128957,0.0,0.0,0.0,0.026071696171148406,0,
AB1,B,4,10,target,target_only,AB1-B-ep4-step10,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.6435588906428009,0.7497267859360472,0.6540766599688154,0,2,0,0,0,,0.3299587601567344,0.2969839405698248,0.09091461860933883,0.9550055337630666,0.0,0.0,0.0,0.02537816535017089,0,
AB1,B,4,11,target,target_only,AB1-B-ep4-step11,polynomial,poly.combine_like_terms,polynomial_like_terms_error,integer,poly.expand_binomial,,polynomial,0.7292486225644674,0.767491501681167,0.5571139477991996,1,0,1,0,0,,0.3299587601567344,0.2969839405698248,0.09091461860933883,1.0,0.0,0.0,0.0,0.08733595592206296,0,
AB1,B,4,12,target,target_only,AB1-B-ep4-step12,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.7166078794991158,0.7989876280470203,0.6211138163476817,1,0,2,0,0,,0.3299587601567344,0.2969839405698248,0.09091461860933883,1.0,0.0,0.0,0.0,0.08693145214397172,1,success_threshold
AB1,B,5,1,target,target_only,AB1-B-ep5-step1,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6442171633075369,0.4322911723216618,0.21899101615654867,0,1,0,0,0,,0.2893258026965626,0.28485328440136026,0.12061333939860816,0.5189465297858853,0.0,0.0,0.0,0.02538448476775236,0,
AB1,B,5,2,target,target_only,AB1-B-ep5-step2,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.6714225089365038,0.4500603116590885,0.20946170260619557,1,0,1,0,0,,0.2893258026965626,0.28485328440136026,0.12061333939860816,0.6044320500718534,0.0,0.0,0.0,0.08548552028596813,0,
AB1,B,5,3,target,target_only,AB1-B-ep5-step3,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.7094598630667666,0.5099001758592662,0.23194552505632918,0,1,0,0,0,,0.2893258026965626,0.28485328440136026,0.12061333939860816,0.6304428647572944,0.0,0.0,0.0,0.026010814685440958,0,
AB1,B,5,4,target,target_only,AB1-B-ep5-step4,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.704980238287319,0.5281077461390749,0.2570735243366624,0,2,0,0,0,,0.2893258026965626,0.28485328440136026,0.12061333939860816,0.6564106750448526,0.0,0.0,0.0,0.025967810287558263,0,
AB1,B,5,5,target,target_only,AB1-B-ep5-step5,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.combine_like_terms,,polynomial,0.6669071174075423,0.5462852133403656,0.32657182767338483,0,3,0,0,0,,0.2893258026965626,0.28485328440136026,0.12061333939860816,0.682012983371965,0.0,0.0,0.0,0.025602308327112407,0,
AB1,B,5,6,target,target_only,AB1-B-ep5-step6,polynomial,poly.combine_like_terms,polynomial_like_terms_error,integer,poly.expand_binomial,,polynomial,0.6302473085141985,0.5642068291693443,0.40221536304729383,1,0,1,0,0,,0.2893258026965626,0.28485328440136026,0.12061333939860816,0.7661808972444194,0.0,0.0,0.0,0.08416791387245436,0,
AB1,B,5,7,target,target_only,AB1-B-ep5-step7,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.7272150291937957,0.6231243688800623,0.34874870495454185,0,1,0,0,0,,0.2893258026965626,0.28485328440136026,0.12061333939860816,0.7923621615246799,0.0,0.0,0.0,0.02618126428026044,0,
AB1,B,5,8,target,target_only,AB1-B-ep5-step8,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6658222729340988,0.6414512538762446,0.463508470309904,0,2,0,0,0,,0.2893258026965626,0.28485328440136026,0.12061333939860816,0.8179540553448472,0.0,0.0,0.0,0.02559189382016735,0,
AB1,B,5,9,target,target_only,AB1-B-ep5-step9,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.sign_distribution,,polynomial,0.6697715868188664,0.6593655795503618,0.4843960577859867,0,3,0,0,0,,0.2893258026965626,0.28485328440136026,0.12061333939860816,0.8435838625783083,0.0,0.0,0.0,0.02562980723346112,0,
AB1,B,5,10,target,target_only,AB1-B-ep5-step10,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.expand_binomial,,polynomial,0.6794714947555489,0.6773064446137845,0.49675247045504534,0,4,0,0,0,,0.2893258026965626,0.28485328440136026,0.12061333939860816,0.8693067889279615,0.0,0.0,0.0,0.025722926349653272,0,
AB1,B,5,11,target,target_only,AB1-B-ep5-step11,polynomial,poly.combine_like_terms,polynomial_like_terms_error,integer,poly.expand_binomial,,polynomial,0.6637755155170788,0.6953124930585418,0.5471648225174173,1,0,1,0,0,,0.2893258026965626,0.28485328440136026,0.12061333939860816,0.9545476054245081,0.0,0.0,0.0,0.08524081649654652,0,
AB1,B,5,12,target,target_only,AB1-B-ep5-step12,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.7152422576288416,0.7549810646061244,0.5593274117147407,0,1,0,0,0,,0.2893258026965626,0.28485328440136026,0.12061333939860816,0.980613931097745,0.0,0.0,0.0,0.026066325673236877,0,
AB1,B,5,13,target,target_only,AB1-B-ep5-step13,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.7062254022422503,0.7732274925773902,0.5991710987764055,1,0,1,0,0,,0.2893258026965626,0.28485328440136026,0.12061333939860816,1.0,0.0,0.0,0.0,0.08659921287175201,0,
AB1,B,5,14,target,target_only,AB1-B-ep5-step14,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.7083889761840568,0.7867977408089687,0.6154908722461646,1,0,2,0,0,,0.2893258026965626,0.28485328440136026,0.12061333939860816,1.0,0.0,0.0,0.0,0.08666844723788981,1,success_threshold
AB1,B,6,1,target,target_only,AB1-B-ep6-step1,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.672779930086671,0.46838699778672355,0.22681956775643075,0,1,0,0,0,,0.3257659725208513,0.2794790108984497,0.09739108815819439,0.5551689816580723,0.0,0.0,0.0,0.02565868732883204,0,
AB1,B,6,2,target,target_only,AB1-B-ep6-step2,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.7182147764042,0.48634807891690596,0.19921622328445657,1,0,1,0,0,,0.3257659725208513,0.2794790108984497,0.09739108815819439,0.6421518545030067,0.0,0.0,0.0,0.08698287284493442,0,
AB1,B,6,3,target,target_only,AB1-B-ep6-step3,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.7232725562725925,0.54723608990836,0.2580327101189395,1,0,2,0,0,,0.3257659725208513,0.2794790108984497,0.09739108815819439,0.7292965763037297,0.0,0.0,0.0,0.08714472180072295,0,
AB1,B,6,4,target,target_only,AB1-B-ep6-step4,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6660435383397262,0.6082373951688661,0.41414968410691805,1,0,3,0,0,,0.3257659725208513,0.2794790108984497,0.09739108815819439,0.8146099695306009,0.0,0.0,0.0,0.08531339322687125,1,success_threshold
AB1,B,7,1,target,target_only,AB1-B-ep7-step1,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6999441371524574,0.43909979312249947,0.1729209012416651,0,1,0,0,0,,0.32422801613013946,0.27993150474956063,0.093780494015934,0.5142500184073174,0.0,0.0,0.0,0.02591946371666359,0,
AB1,B,7,2,target,target_only,AB1-B-ep7-step2,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6391199187216894,0.457243417724164,0.2513812735028159,1,0,1,0,0,,0.32422801613013946,0.27993150474956063,0.093780494015934,0.5987018558064114,0.0,0.0,0.0,0.08445183739909407,0,
AB1,B,7,3,target,target_only,AB1-B-ep7-step3,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6776806708260914,0.5163597039035298,0.2752941269521674,0,1,0,0,0,,0.32422801613013946,0.27993150474956063,0.093780494015934,0.624407590246342,0.0,0.0,0.0,0.025705734439930475,0,
AB1,B,7,4,target,target_only,AB1-B-ep7-step4,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.6819444254636636,0.5343537180114812,0.2920301940302951,1,0,1,0,0,,0.32422801613013946,0.27993150474956063,0.093780494015934,0.7102298118611792,0.0,0.0,0.0,0.08582222161483724,0,
AB1,B,7,5,target,target_only,AB1-B-ep7-step5,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.699559710728805,0.5944292731418672,0.34733310103108245,0,1,0,0,0,,0.32422801613013946,0.27993150474956063,0.093780494015934,0.7361455850841757,0.0,0.0,0.0,0.025915773222996527,0,
AB1,B,7,6,target,target_only,AB1-B-ep7-step6,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.672231393377506,0.6125703143979648,0.4114519142503574,0,2,0,0,0,,0.32422801613013946,0.27993150474956063,0.093780494015934,0.7617990064605997,0.0,0.0,0.0,0.025653421376424058,0,
AB1,B,7,7,target,target_only,AB1-B-ep7-step7,polynomial,poly.sign_distribution,polynomial_sign_error,integer,poly.sign_distribution,,polynomial,0.6528946867459043,0.6305277093614616,0.4664997974502895,0,3,0,0,0,,0.32422801613013946,0.27993150474956063,0.093780494015934,0.7872667954533604,0.0,0.0,0.0,0.025467788992760684,0,
AB1,B,7,8,target,target_only,AB1-B-ep7-step8,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.sign_distribution,,polynomial,0.6402427170449507,0.6483551616563942,0.5121662649621689,1,0,1,0,0,,0.32422801613013946,0.27993150474956063,0.093780494015934,0.8717545623987989,0.0,0.0,0.0,0.08448776694543844,0,
AB1,B,7,9,target,target_only,AB1-B-ep7-step9,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.6599255327411959,0.707496598518201,0.5708760717568895,0,1,0,0,0,,0.32422801613013946,0.27993150474956063,0.093780494015934,0.8972898475131144,0.0,0.0,0.0,0.025535285114315482,0,
AB1,B,7,10,target,target_only,AB1-B-ep7-step10,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.7053157800991069,0.7253712980982219,0.5300470288551136,0,2,0,0,0,,0.32422801613013946,0.27993150474956063,0.093780494015934,0.9232608790020658,0.0,0.0,0.0,0.025971031488951423,0,
AB1,B,7,11,target,target_only,AB1-B-ep7-step11,polynomial,poly.sign_distribution,polynomial_sign_error,integer,poly.sign_distribution,,polynomial,0.6977137077919044,0.7435510201404879,0.5683258405563794,1,0,1,0,0,,0.32422801613013946,0.27993150474956063,0.093780494015934,1.0,0.0,0.0,0.0,0.08632683864934095,0,
AB1,B,7,12,target,target_only,AB1-B-ep7-step12,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.630847474195301,0.7972684048390418,0.7307685920837306,1,0,2,0,0,,0.32422801613013946,0.27993150474956063,0.093780494015934,1.0,0.0,0.0,0.0,0.08418711917424965,1,success_threshold
AB1,B,8,1,target,target_only,AB1-B-ep8-step1,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.6916076012600707,0.4549569321743815,0.19467663152857428,0,1,0,0,0,,0.29107126312960624,0.28278332708541154,0.11489613018246328,0.5510330804513819,0.0,0.0,0.0,0.025839432972096683,0,
AB1,B,8,2,target,target_only,AB1-B-ep8-step2,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6386688033465989,0.4730445352548492,0.27017288497581143,1,0,1,0,0,,0.29107126312960624,0.28278332708541154,0.11489613018246328,0.635470482158473,0.0,0.0,0.0,0.08443740170709116,0,
AB1,B,8,3,target,target_only,AB1-B-ep8-step3,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6423157222491309,0.5321507164498129,0.34051724904361147,0,1,0,0,0,,0.29107126312960624,0.28278332708541154,0.11489613018246328,0.6608367130920647,0.0,0.0,0.0,0.02536623093359166,0,
AB1,B,8,4,target,target_only,AB1-B-ep8-step4,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.7263248710553265,0.5499070781033271,0.25759491863648804,0,2,0,0,0,,0.29107126312960624,0.28278332708541154,0.11489613018246328,0.6870094318541958,0.0,0.0,0.0,0.026172718762131137,0,
AB1,B,8,5,target,target_only,AB1-B-ep8-step5,polynomial,poly.combine_like_terms,polynomial_like_terms_error,integer,poly.expand_binomial,,polynomial,0.6547786374963579,0.568227981236819,0.3730150107657473,1,0,1,0,0,,0.29107126312960624,0.28278332708541154,0.11489613018246328,0.7719623482540793,0.0,0.0,0.0,0.08495291639988345,0,
AB1,B,8,6,target,target_only,AB1-B-ep8-step6,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6853396631784731,0.6276950227167373,0.4143848157949314,0,1,0,0,0,,0.29107126312960624,0.28278332708541154,0.11489613018246328,0.7977416090205927,0.0,0.0,0.0,0.02577926076651334,0,
AB1,B,8,7,target,target_only,AB1-B-ep8-step7,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6584920810006333,0.6457405052532967,0.48088196140243755,1,0,1,0,0,,0.29107126312960624,0.28278332708541154,0.11489613018246328,0.882813355612613,0.0,0.0,0.0,0.08507174659202027,0,
AB1,B,8,8,target,target_only,AB1-B-ep8-step8,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.7147070020872395,0.705290727867711,0.48587934454633674,1,0,2,0,0,,0.29107126312960624,0.28278332708541154,0.11489613018246328,0.9696839796794047,0.0,0.0,0.0,0.08687062406679168,1,success_threshold
AB1,B,9,1,target,target_only,AB1-B-ep9-step1,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.7083801599576418,0.44806381418901164,0.17337445436014162,0,1,0,0,0,,0.3064156121803176,0.28131879139595195,0.09350506095388922,0.5347706360140453,0.0,0.0,0.0,0.026000449535593363,0,
AB1,B,9,2,target,target_only,AB1-B-ep9-step2,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.6412743662603809,0.466264128863927,0.25921330582560453,0,2,0,0,0,,0.3064156121803176,0.28131879139595195,0.09350506095388922,0.5601268699301449,0.0,0.0,0.0,0.02535623391609966,0,
AB1,B,9,3,target,target_only,AB1-B-ep9-step3,polynomial,poly.sign_distribution,polynomial_sign_error,integer,poly.expand_binomial,,polynomial,0.6371012001695384,0.4840134926051967,0.2852582771026009,0,3,0,0,0,,0.3064156121803176,0.28131879139595195,0.09350506095388922,0.5854430414517725,0.0,0.0,0.0,0.02531617152162757,0,
AB1,B,9,4,target,target_only,AB1-B-ep9-step4,polynomial,poly.sign_distribution,polynomial_sign_error,integer,poly.sign_distribution,,polynomial,0.7233924401674217,0.501734812670336,0.20916833646237765,0,4,0,0,0,,0.3064156121803176,0.28131879139595195,0.09350506095388922,0.6115876088773797,0.0,0.0,0.0,0.026144567425607248,0,
AB1,B,9,5,target,target_only,AB1-B-ep9-step5,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.sign_distribution,,polynomial,0.7138973302903626,0.520036009868261,0.23809213375959531,0,5,0,0,0,,0.3064156121803176,0.28131879139595195,0.09350506095388922,0.6376410232481672,0.0,0.0,0.0,0.026053414370787484,0,
AB1,B,9,6,target,target_only,AB1-B-ep9-step6,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.expand_binomial,,polynomial,0.6982942049002426,0.5382733999278122,0.2768532025591769,0,6,0,0,0,,0.3064156121803176,0.28131879139595195,0.09350506095388922,0.6635446476152095,0.0,0.0,0.0,0.02590362436704233,0,
